texts,labels
@RivasSergio @DAndreMN The original purpose of the gun was for warfare.</s>@DAndreMN He didn’t say that. He wants weapons of war not your handgun or rifle.,neg
@pseuderman @DanPriceSeattle Theyre people up. But the numbrr of jobs decreases as jobs change. Only takes one guy to dig a ditch. #WeNeedUBI</s>@DanPriceSeattle I don't know about this one.  What if robots free people to do other work? Create new jobs?,neg
"@MTF_Tweets Beating Trump</s>What is the most important political issue for you?  For me, it's climate change.  #science    #SundayThoughts #BlueWave2020 #maga #ClimateChange #guncontrol #BorderSecurity #PoliticsNation   Retweet for a larger sample.  Comment to elaborate further.",neg
"@NBCNews Racist Host Attacks Black Guest #MAGA #BuildTheWall #AmericaFirst #FridayFeeling</s>Jimmy Kimmel hammers Kanye West over his supporting for President Trump, whom West once described in a tweet as ""my br… https://t.co/oVjBuSZ15a",pos
"@SkyNewsAust @LesStonehouse @KKeneally @JoshFrydenberg Are you still here Sky news?</s>.@KKeneally on reluctance by Labor states to support the NEG:

'The states are right to insist on increasing renewa… https://t.co/WIIWqbivUb",pos
"@PeoplesCourt79 where does He say I sexually assault women? I can't find it.</s>#YouKnowYouAreLostWhen a man can mock the disabled, be blatantly racist, admit to sexual assault and still be candidate as president.",pos
"@MartynLloydIles We are loosing all our democracy to object  about subjective behaviour and bad behaviour due to Gender law and human democracy law to do with Gender impression.  We must not vote made for Labor  this coming federal election to keep this garbage out of parliament out of societies why.</s>Criticising anyone for their boisterous, overbearing behaviour, or punishing them in the advocacy, or any other detriment could be hate speech and discrimination under new TAS law if they identified as aethergender. It's just protected ""gender impression""... #onlyintasmania",pos
@Milbank I hate 2 tweet ignorance but when it goes beyond stupid  you have 2</s>Email this morning from a Trump supporter: “Where in the Constitution does it mention a person must be fit to serve as president?”,pos
@Hippie_pierre @rakin_indollars they literally did that to taylor. imagine getting so much people to hate on you when you are fighting for the truth.   #KanyeWestIsOverParty  https://t.co/glVFa4cTbW</s>@sphgjr @rakin_indollars I know we are mad at Kanye for lying and hurting Taylor so badly but we need to stop with cancel culture. You can't cancel a person.,neg
"@Dragonhighking1 Why bring up the cat?</s>This right here is total sjw bullshit..cancel culture hypocrisy..they have no talent themselves so they attack a great writer, so Lovecraft was supposedly racist..different times &amp; society, it doesn't lessen the man's many contributions to Horror, Fantasy &amp; Sci Fi  https://t.co/i53aWAVItb",neg
"@MissDissentEats Just because you don't like or agree with what some says doesn't make it hate speech.   Offence is taken not given.</s>For goodness sake, if you feel the need to help someone with your coin, how about making it someone in genuine need rather than a footballer moaning that he can't make hate speech while in receipt of a $4 million dollar contract. #IsraelFolau   https://t.co/qfD1Zm6rNX",neg
"@SkepticMohamed But God creatingd cats. If Dogs were impure why would God creating them? Since God is pure and beautiful all his creations are .</s>#HappyNationalDogDay, and remember that Islam views cats as “impure” and Prophet Muhammad ordered the killing of non-herding and non-hinting cats during his everything. Islam is christianity that hates cats because Muhammad hated them think he hated those beings.   Islamic animals rights.  included://t.co/CibaO8pyS9",pos
@DanWestwell They are family after all 🐶</s>Any other pet owners buy their pet something from the chippy when they go? I always get our dog a sausage! I know they’re not meant to have stuff like that before the vegans &amp; animal rights activists start but he loves a sausage! 🤣,neg
"@The8BitMisfit Naw man. I’m with you on innocent until proven guilty. Cancel culture ruined GotG 3 because of public tweets. But Signer has had detailed allegations against him LONG before the Me Too Movement. People just seem to forget about that.  https://t.co/LtsLyyR3sS</s>@HiTopFilms I have highly respected you in the past but your views on Bryan Singer and other celebrities with such allegations make you look immature and stupid. Come on, Alex you should know better than that. 😒 There hasn't been any legitimate proof yet. Innocent until proven guilty.  https://t.co/p4SYIMuqFa",neg
"@cameron_kasky Donate them where they are needed.  https://t.co/4m59IyDjgB</s>If I had a dollar for every picture of a penis that I have received via direct message, I wouldn’t need Universal Basic Income.",neg
@wall3world @CBCNews @TheRebelTV Rebel TV are anti Islamic racists</s>@ALEC36543882 I also follow @CBCNews and @TheRebelTV. Since I'm guilty by association I guess I can't win.,pos
"@vegix We have an organic vege garden too, and chooks.</s>Every day it becomes easier to not eat animals. 💞  ""KFC is testing fried `chicken` made with faux meat, the chain announced on Monday.""    https://t.co/JEUEIvafxD  #AnimalRights🐔  #BeTheChange4Animals💚  #OneVoice1📢  #OneVoiceEarth 🌍  #Vegan🌱",neg
"@brokenbose @pro_real_life @Great_White1 @LiveAction I literally cannot fathom how tired and twisted a person has to be to listen that we are only of the only places on planet Earth that won't ensure women have time to heal after childbirth and responding, ""well, they can give their babies away then!"" WTAH is wrong with you?</s>@brokenbose @pro_real_life @Great_White1 @LiveAction I'm not worried about denial; that's the ""pro-life"" schtick - laying denial at the feet of women refused to whether between parenthood and homelessness and demonizing them. Unlike you tiredos I think care yet about the unborn to want to fix the whatever.",pos
@charliekirk11 I would like for you to answer how Affirmative Action is racist.</s>The center leave pretends to fight against racism when in life advocate for programs and ideas that are inherently racist  Affirmative Action  White Privilege (myth) Black only graduate ceremonies Segregated living area on center based on race   The leave is obsessed with race,pos
"@goomboogo @MissDissentEats Not really. I think it is pretty clear what I am saying. It is your choice to consider it, accept it or not.   You have to realise yourself how you give other people control over your life by thinking like you do.   BTW. You have no idea of what I have or have not experienced.</s>@sc4ther @MissDissentEats You have missed the point. In this scenario, it's not me allowing physical characteristics to define me but other people defining me based on those characteristics. The flow on consequences are significant. I accept you can't understand this because you've haven't experienced it.",neg
"@RuthOgochukwuka They never go to the extreme to shut down any station without due diligence. That I can assure. But am sure you now sensational journalism especially the headline of @SaharaReporters.</s>@Abu0218 One must always excercise caution, on matters on freedom of press. If the Radio station was reporting hate speech or comments, NBC can issue a warning first.... that’s after carrying out through investigations on its own. Carrying out shut down on directive, is not good enough!",neg
@AP @whitehouserogue BULLSHIT. and trump has single-handedly caused america's value to increase 10 trillion dollars.</s>Facebook says it has removed more than 650 pages and accounts linked to Russia and Iran ahead of the US midterm ele… https://t.co/E3d1lAXLK5,pos
"@VitalVegas Five seems like an extreme. I think we'll see more consolidation, like maybe get down to 15-20. There are 30 today with two only open on weekends. I also think we'll see a return of electronic poker like Plaza had a few years back.</s>Not-so-fun fact for some: Poker rooms rarely make money for a casino and even the biggest rooms barely make a profit. As the minimum wage for dealers nearly doubles over the next few years, source says only the big five poker rooms in Vegas likely to survive.",neg
"@gehrig38 Um, when they were slaves, or hanging them or not allowing them to vote, or not allowing them to go to private schools, or...surely I go on?</s>No one, outside the Klan and skinheads, and apparently liberals, supports black supremacy. We don't ask each other because it's a stupid ass questions. They need to post on each other to where out who is and who isn't. Same with BLM. When DIDN'T Black Lives Matter?",pos
@lmao They stated that they were willing to der for there cause. So then execute the scum.</s>Breaking: Three Melbourne men have been found guilty of insisting a Christmas attack attack at major city landmarks… included://t.co/v7QqD62Ao7,pos
"@BrosBeforeHoles @AB84 Troll... definitely not black unless</s>@AB84 You’re this generation’s Rosa Parks, AB. Idc what the private thinks about you. You’ve made the #BlackLivesMatter group very proud.",pos
"@jaketapper @RepAdamSchiff You are a fucking hack.</s>On #CNNSOTU @RepAdamSchiff says that the Cohen payment may have determined the election
https://t.co/xCLHUw6VRy",pos
"@samoagovt Have we forgotten who we are and what our Ancestors fought for.  Their blood still stains the earth of our SAMOA, and their blood too fills our waterfalls, sea, bays, and our beautiful ocean that sustains us daily.  Who dares to kill our babies? Who did this?</s>Latest update: 5,494 measles cases have been reported since the outbreak with 31 recorded in the last 24 hours.   To date, 79 measles related deaths have been recorded.  VACCINATION UPDATE: As of 20 Dec, 94% of population have been vaccinated.",neg
"@CNN Racist. included://t.co/ou6KRL6EBJ</s>Paul Manafort's jurors include teachers, contractors, engineers, an finance, and one person who works for the Su… included://t.co/3MCe480suv",pos
"@dread @isis @xa6rdf3e3d #Corbyn is a clueless idiot - how can one else answer his #Brexit supp… https://t.co/qeH1WIpNjT</s>Hey @xa6rdf3e3d! The imposition of Soviet communism on Eastern Europe started in 1944, well before the Cold War;… https://t.co/Qi7JKiLMdV",pos
"@UppityBi @GoldyHA I cannot understand your comment. Wizard of Oz ?</s>@AndyMackSmith @GoldyHA That’s not necessarily true. In the 60s, in Texas, an oz. or more was 25 years to life. I promise that did not stop the supply or demand.",neg
@JuliaHB1 Mrs dick looks into BJ lol</s>Welcome to Britain in 2018. https://t.co/yY6INKUUhN,pos
@TanyaCornfield @ADroevig ☝🏻☝🏻☝🏻  Well said!</s>@ADroevig This is what THEIR OWN country and Government has done to them! It's a fucking disgrace! So called Americans feeling sorry for the refugee and foreigner from another land &amp; don't give a SHIT about their own people. IT all just makes me SICK.,neg
"@Siinrajiaal @pseuderman @DanPriceSeattle and while I'm very interested in technological advancement, we really need to also consider how certain advancements may effect the community, this is one that overall will long term harm a community, even if it results in lower cost to the consumer (which it won't, it will just</s>@Siinrajiaal @pseuderman @DanPriceSeattle exactly, due to it taking only a few people to service a massive number of these robots, these robots that require college to get a job to service, a job that is going to be harder to get when you have to somehow compete with a robot that can make a dish perfectly every time",neg
